"year","firstname","rank","genderindex"
"1978","Kelley",26,0.94
"1978","Lynn",46,0.88
"1978","Shelley",52,0.98
"1978","Leigh",25,0.95
"1978","Lesley",14,0.95
"1978","Jodie",70,0.94
"1978","Lacey",62,0.98
"1978","Whitney",23,0.88
"1978","Hilary",9,0.99
"1978","Sandy",15,0.91
"1978","Hillary",69,0.98
"1978","Jean",68,0.79
"1978","Hollie",48,0.99
"1978","Shelby",2,0.75
"1978","Lacy",18,0.94
"1978","Elisha",95,0.84
"1978","Aubrey",1,0.7
"1978","Kiley",99,0.86
"1978","Morgan",12,0.41
"1978","Brook",66,0.81
"1978","Jan",30,0.66
"1978","Lindy",16,0.96
"1978","Lashawn",53,0.75
"1978","Kelsey",78,0.67
"1978","Rosario",63,0.78
"1978","Taylor",57,0.26
"1978","Cheyenne",19,0.67
"1978","Kendall",35,0.26
"1978","Robbie",71,0.25
"1978","Sydney",8,0.77
"1978","Frankie",89,0.21
"1978","Marlo",98,0.61
"1978","Caron",32,0.92
"1978","Dee",65,0.7
"1978","Jacque",97,0.68
"1978","Blair",58,0.23
"1978","Carlie",64,0.88
"1978","Paris",21,0.47
"1978","Avery",91,0.15
"1978","Lou",79,0.61
"1978","Carman",73,0.86
"1978","Sidney",84,0.11
"1978","Stevie",33,0.19
"1978","Deon",77,0.12
"1978","Lavon",50,0.38
"1978","Lorin",43,0.48
"1978","Gale",67,0.65
"1978","Germaine",88,0.28
"1978","Clair",24,0.65
"1978","Karon",5,0.47
"1978","Jullian",39,0.77
"1978","Ivey",81,0.74
"1978","Sheridan",60,0.51
"1978","Charley",29,0.21
"1978","Aubry",55,0.63
"1978","Gerry",56,0.12
"1978","Kelcey",100,0.37
"1978","Donnie",83,0.02
"1978","Taran",49,0.55
"1978","Alpha",72,0.47
"1978","Arden",87,0.4
"1978","Emery",45,0.15
"1978","Arlyn",61,0.29
"1978","Ellery",17,0.29
"1978","Kennedy",6,0.27
"1978","Bailey",22,0.31
"1978","Skylar",90,0.31
"1978","Marlowe",80,0.36
"1978","Waverly",31,0.29
"1978","Artie",86,0.17
"1978","Mckinley",51,0.12
"1979","Kelly",10,0.93
"1979","Shannon",47,0.87
"1979","Stacy",27,0.96
"1979","Lauren",3,0.99
"1979","Tracy",40,0.93
"1979","Leslie",4,0.9
"1979","Ashley",11,0.89
"1979","Allison",37,0.99
"1979","Courtney",41,0.85
"1979","Christy",34,1
"1979","Lindsay",13,0.99
"1979","Robin",85,0.87
"1979","Jaime",74,0.7
"1979","Michele",75,0.98
"1979","Lindsey",7,0.97
"1979","Meredith",94,0.99
"1979","Shelly",38,0.99
"1979","Kelley",26,0.94
"1979","Leigh",25,0.95
"1979","Lynn",46,0.89
"1979","Shelley",52,0.99
"1979","Whitney",23,0.88
"1979","Hillary",69,0.99
"1979","Lesley",14,0.96
"1979","Sandy",15,0.94
"1979","Hilary",9,0.99
"1979","Lacey",62,0.99
"1979","Beverly",44,0.99
"1979","Jodie",70,0.93
"1979","Jean",68,0.77
"1979","Hollie",48,0.99
"1979","Elisha",95,0.86
"1979","Aubrey",1,0.73
"1979","Morgan",12,0.48
"1979","Shelby",2,0.76
"1979","Lacy",18,0.91
"1979","Brook",66,0.78
"1979","Lindy",16,0.98
"1979","Kiley",99,0.88
"1979","Kelsey",78,0.72
"1979","Jan",30,0.61
"1979","Lashawn",53,0.68
"1979","Taylor",57,0.26
"1979","Rosario",63,0.74
"1979","Cheyenne",19,0.69
"1979","Sydney",8,0.82
"1979","Robbie",71,0.23
"1979","Kendall",35,0.22
"1979","Marlo",98,0.59
"1979","Frankie",89,0.19
"1979","Blair",58,0.28
"1979","Dee",65,0.76
"1979","Caron",32,0.89
"1979","Carlie",64,0.9
"1979","Paris",21,0.4
"1979","Avery",91,0.22
"1979","Jacque",97,0.62
"1979","Carman",73,0.81
"1979","Lou",79,0.63
"1979","Stevie",33,0.22
"1979","Germaine",88,0.35
"1979","Karon",5,0.49
"1979","Sidney",84,0.09
"1979","Sheridan",60,0.49
"1979","Gale",67,0.6
"1979","Sherrill",93,0.85
"1979","Lorin",43,0.42
"1979","Lavon",50,0.31
"1979","Clair",24,0.64
"1979","Deon",77,0.1
"1979","Jullian",39,0.8
"1979","Aubry",55,0.71
"1979","Ivey",81,0.81
"1979","Donnie",83,0.03
"1979","Bailey",22,0.48
"1979","Charley",29,0.2
"1979","Skylar",90,0.28
"1979","Alpha",72,0.45
"1979","Arden",87,0.42
"1979","Gerry",56,0.11
"1979","Emery",45,0.11
"1979","Joell",36,0.53
"1979","Kelcey",100,0.28
"1979","Taran",49,0.42
"1979","Arlyn",61,0.43
"1979","Marlowe",80,0.58
"1979","Kennedy",6,0.2
"1979","Mckinley",51,0.13
"1979","Ellery",17,0.17
"1979","Madison",42,0.19
"1980","Kelly",10,0.92
"1980","Shannon",47,0.88
"1980","Lauren",3,0.99
"1980","Ashley",11,0.91
"1980","Courtney",41,0.87
"1980","Stacy",27,0.96
"1980","Tracy",40,0.92
"1980","Allison",37,0.99
"1980","Leslie",4,0.91
"1980","Lindsay",13,0.99
"1980","Christy",34,1
"1980","Lindsey",7,0.98
"1980","Robin",85,0.87
"1980","Jaime",74,0.65
"1980","Michele",75,0.99
"1980","Meredith",94,0.99
"1980","Shelly",38,0.99
"1980","Leigh",25,0.95
"1980","Whitney",23,0.9
"1980","Shelley",52,0.99
"1980","Kelley",26,0.91
"1980","Morgan",12,0.61
"1980","Lynn",46,0.86
"1980","Lesley",14,0.95
"1980","Lacey",62,0.98
"1980","Sandy",15,0.93
"1980","Hillary",69,0.99
"1980","Hilary",9,0.98
"1980","Jean",68,0.77
"1980","Elisha",95,0.85
"1980","Jodie",70,0.94
"1980","Hollie",48,0.99
"1980","Lacy",18,0.95
"1980","Shelby",2,0.79
"1980","Aubrey",1,0.74
"1980","Brook",66,0.82
"1980","Kelsey",78,0.77
"1980","Lindy",16,0.97
"1980","Taylor",57,0.29
"1980","Kiley",99,0.86
"1980","Kendall",35,0.35
"1980","Jan",30,0.63
"1980","Cheyenne",19,0.76
"1980","Blair",58,0.42
"1980","Lashawn",53,0.65
"1980","Sydney",8,0.83
"1980","Rosario",63,0.75
"1980","Robbie",71,0.25
"1980","Frankie",89,0.2
"1980","Marlo",98,0.64
"1980","Dee",65,0.76
"1980","Carlie",64,0.91
"1980","Paris",21,0.39
"1980","Jacque",97,0.64
"1980","Stevie",33,0.31
"1980","Bailey",22,0.65
"1980","Caron",32,0.86
"1980","Lorin",43,0.55
"1980","Avery",91,0.17
"1980","Marlen",54,0.87
"1980","Sheridan",60,0.53
"1980","Germaine",88,0.26
"1980","Gale",67,0.63
"1980","Lavon",50,0.29
"1980","Sidney",84,0.08
"1980","Ivey",81,0.7
"1980","Carman",73,0.79
"1980","Deon",77,0.09
"1980","Jullian",39,0.8
"1980","Clair",24,0.51
"1980","Aubry",55,0.72
"1980","Lou",79,0.46
"1980","Donnie",83,0.03
"1980","Karon",5,0.43
"1980","Charley",29,0.17
"1980","Alpha",72,0.64
"1980","Joell",36,0.71
"1980","Arlyn",61,0.49
"1980","Gerry",56,0.11
"1980","Skylar",90,0.31
"1980","Arden",87,0.39
"1980","Emery",45,0.12
"1980","Kelcey",100,0.37
"1980","Addison",20,0.17
"1980","Taran",49,0.48
"1980","Mckinley",51,0.1
"1981","Kelly",10,0.91
"1981","Shannon",47,0.89
"1981","Ashley",11,0.93
"1981","Lauren",3,0.99
"1981","Courtney",41,0.9
"1981","Lindsay",13,0.99
"1981","Leslie",4,0.91
"1981","Allison",37,0.99
"1981","Lindsey",7,0.98
"1981","Stacy",27,0.97
"1981","Tracy",40,0.91
"1981","Christy",34,1
"1981","Robin",85,0.87
"1981","Jaime",74,0.64
"1981","Michele",75,0.98
"1981","Meredith",94,0.99
"1981","Morgan",12,0.71
"1981","Lacey",62,0.98
"1981","Whitney",23,0.91
"1981","Shelly",38,0.99
"1981","Leigh",25,0.94
"1981","Kelley",26,0.91
"1981","Lynn",46,0.85
"1981","Shelley",52,0.99
"1981","Lesley",14,0.94
"1981","Lacy",18,0.97
"1981","Sandy",15,0.9
"1981","Hillary",69,0.98
"1981","Hilary",9,0.98
"1981","Jean",68,0.73
"1981","Jodie",70,0.95
"1981","Elisha",95,0.85
"1981","Aubrey",1,0.74
"1981","Shelby",2,0.8
"1981","Kelsey",78,0.84
"1981","Hollie",48,0.99
"1981","Taylor",57,0.34
"1981","Blair",58,0.58
"1981","Brook",66,0.86
"1981","Lindy",16,0.97
"1981","Kendall",35,0.36
"1981","Cheyenne",19,0.76
"1981","Jan",30,0.59
"1981","Sydney",8,0.81
"1981","Lashawn",53,0.69
"1981","Rosario",63,0.76
"1981","Kiley",99,0.85
"1981","Robbie",71,0.21
"1981","Dee",65,0.76
"1981","Bailey",22,0.77
"1981","Paris",21,0.45
"1981","Frankie",89,0.18
"1981","Marlo",98,0.56
"1981","Stevie",33,0.37
"1981","Avery",91,0.2
"1981","Lorin",43,0.54
"1981","Jacque",97,0.54
"1981","Jullian",39,0.87
"1981","Sidney",84,0.11
"1981","Germaine",88,0.35
"1981","Marlen",54,0.84
"1981","Caron",32,0.71
"1981","Clair",24,0.73
"1981","Lou",79,0.66
"1981","Ivey",81,0.76
"1981","Carman",73,0.82
"1981","Lavon",50,0.29
"1981","Aubry",55,0.83
"1981","Charley",29,0.22
"1981","Donnie",83,0.05
"1981","Deon",77,0.09
"1981","Gale",67,0.42
"1981","Kelcey",100,0.47
"1981","Sheridan",60,0.42
"1981","Arlyn",61,0.65
"1981","Karon",5,0.37
"1981","Skylar",90,0.14
"1981","Gerry",56,0.13
"1981","Alpha",72,0.51
"1981","Emery",45,0.12
"1981","Arden",87,0.4
"1981","Artie",86,0.22
"1981","Taran",49,0.51
"1981","Marlowe",80,0.39
"1982","Ashley",11,0.96
"1982","Kelly",10,0.91
"1982","Lauren",3,0.99
"1982","Shannon",47,0.89
"1982","Lindsay",13,0.99
"1982","Lindsey",7,0.98
"1982","Courtney",41,0.91
"1982","Allison",37,0.99
"1982","Leslie",4,0.92
"1982","Stacy",27,0.97
"1982","Tracy",40,0.9
"1982","Robin",85,0.88
"1982","Christy",34,1
"1982","Lacey",62,0.99
"1982","Michele",75,0.98
"1982","Jaime",74,0.63
"1982","Meredith",94,0.99
"1982","Morgan",12,0.74
"1982","Whitney",23,0.91
"1982","Shelly",38,0.99
"1982","Kelley",26,0.92
"1982","Lacy",18,0.97
"1982","Leigh",25,0.93
"1982","Shelley",52,0.99
"1982","Lynn",46,0.88
"1982","Lesley",14,0.96
"1982","Kelsey",78,0.89
"1982","Sandy",15,0.92
"1982","Hillary",69,0.99
"1982","Aubrey",1,0.78
"1982","Beverly",44,0.99
"1982","Taylor",57,0.4
"1982","Jean",68,0.7
"1982","Hilary",9,0.99
"1982","Jodie",70,0.96
"1982","Elisha",95,0.84
"1982","Blair",58,0.69
"1982","Shelby",2,0.78
"1982","Kendall",35,0.44
"1982","Brook",66,0.81
"1982","Lindy",16,0.97
"1982","Cheyenne",19,0.78
"1982","Jan",30,0.54
"1982","Kiley",99,0.89
"1982","Lashawn",53,0.72
"1982","Sydney",8,0.75
"1982","Stevie",33,0.49
"1982","Rosario",63,0.79
"1982","Carlie",64,0.95
"1982","Bailey",22,0.74
"1982","Paris",21,0.47
"1982","Robbie",71,0.22
"1982","Marlo",98,0.68
"1982","Avery",91,0.25
"1982","Jullian",39,0.89
"1982","Dee",65,0.7
"1982","Frankie",89,0.14
"1982","Marlen",54,0.89
"1982","Sidney",84,0.14
"1982","Jacque",97,0.53
"1982","Clair",24,0.84
"1982","Carman",73,0.87
"1982","Taran",49,0.78
"1982","Gale",67,0.74
"1982","Ivey",81,0.76
"1982","Sheridan",60,0.66
"1982","Caron",32,0.73
"1982","Germaine",88,0.28
"1982","Lavon",50,0.41
"1982","Lou",79,0.58
"1982","Lorin",43,0.45
"1982","Aubry",55,0.71
"1982","Karon",5,0.36
"1982","Deon",77,0.08
"1982","Charley",29,0.19
"1982","Kelcey",100,0.47
"1982","Donnie",83,0.04
"1982","Skylar",90,0.12
"1982","Emery",45,0.13
"1982","Arden",87,0.49
"1982","Kennedy",6,0.27
"1982","Mckinley",51,0.18
"1982","Addison",20,0.18
"1982","Arlyn",61,0.45
"1982","Marlowe",80,0.4
"1982","Alpha",72,0.29
"1983","Ashley",11,0.98
"1983","Lauren",3,0.99
"1983","Kelly",10,0.92
"1983","Lindsey",7,0.99
"1983","Lindsay",13,0.99
"1983","Shannon",47,0.91
"1983","Courtney",41,0.91
"1983","Allison",37,1
"1983","Stacy",27,0.97
"1983","Leslie",4,0.91
"1983","Tracy",40,0.91
"1983","Robin",85,0.86
"1983","Lacey",62,0.99
"1983","Christy",34,0.99
"1983","Meredith",94,0.99
"1983","Michele",75,0.98
"1983","Jaime",74,0.6
"1983","Whitney",23,0.91
"1983","Morgan",12,0.74
"1983","Kelsey",78,0.91
"1983","Shelly",38,0.99
"1983","Lacy",18,0.97
"1983","Kelley",26,0.94
"1983","Leigh",25,0.94
"1983","Lynn",46,0.89
"1983","Shelley",52,0.99
"1983","Lesley",14,0.95
"1983","Hillary",69,0.99
"1983","Taylor",57,0.4
"1983","Hilary",9,0.98
"1983","Hollie",48,0.99
"1983","Shelby",2,0.81
"1983","Sandy",15,0.91
"1983","Aubrey",1,0.76
"1983","Jodie",70,0.97
"1983","Elisha",95,0.85
"1983","Jean",68,0.66
"1983","Blair",58,0.64
"1983","Kendall",35,0.42
"1983","Cheyenne",19,0.79
"1983","Sydney",8,0.87
"1983","Lindy",16,0.96
"1983","Stevie",33,0.68
"1983","Kiley",99,0.84
"1983","Brook",66,0.72
"1983","Bailey",22,0.85
"1983","Jan",30,0.57
"1983","Rosario",63,0.77
"1983","Lashawn",53,0.67
"1983","Paris",21,0.53
"1983","Robbie",71,0.23
"1983","Avery",91,0.24
"1983","Frankie",89,0.17
"1983","Marlo",98,0.55
"1983","Lorin",43,0.56
"1983","Sidney",84,0.14
"1983","Jullian",39,0.83
"1983","Dee",65,0.68
"1983","Jacque",97,0.66
"1983","Clair",24,0.65
"1983","Taran",49,0.83
"1983","Germaine",88,0.35
"1983","Lavon",50,0.38
"1983","Gale",67,0.7
"1983","Ivey",81,0.64
"1983","Karon",5,0.45
"1983","Aubry",55,0.75
"1983","Caron",32,0.75
"1983","Sheridan",60,0.42
"1983","Charley",29,0.26
"1983","Emery",45,0.22
"1983","Lou",79,0.6
"1983","Deon",77,0.09
"1983","Joell",36,0.71
"1983","Kelcey",100,0.48
"1983","Skylar",90,0.13
"1983","Arden",87,0.4
"1983","Arlyn",61,0.58
"1983","Donnie",83,0.03
"1983","Alpha",72,0.43
"1983","Gerry",56,0.12
"1983","Marlowe",80,0.57
"1983","Kennedy",6,0.19
"1983","Ellery",17,0.2
"1983","Waverly",31,0.41
"1983","Berlin",28,0.51
"1983","Mckinley",51,0.12
"1984","Ashley",11,0.99
"1984","Lauren",3,0.99
"1984","Kelly",10,0.92
"1984","Lindsey",7,0.99
"1984","Lindsay",13,0.99
"1984","Shannon",47,0.92
"1984","Courtney",41,0.91
"1984","Allison",37,1
"1984","Stacy",27,0.97
"1984","Leslie",4,0.92
"1984","Tracy",40,0.92
"1984","Lacey",62,0.99
"1984","Whitney",23,0.92
"1984","Morgan",12,0.76
"1984","Robin",85,0.84
"1984","Christy",34,0.99
"1984","Meredith",94,0.99
"1984","Michele",75,0.98
"1984","Kelsey",78,0.93
"1984","Jaime",74,0.57
"1984","Shelby",2,0.88
"1984","Hillary",69,0.99
"1984","Shelly",38,0.99
"1984","Lacy",18,0.97
"1984","Leigh",25,0.93
"1984","Hilary",9,0.99
"1984","Taylor",57,0.39
"1984","Kelley",26,0.93
"1984","Lynn",46,0.88
"1984","Shelley",52,0.99
"1984","Sandy",15,0.92
"1984","Aubrey",1,0.77
"1984","Lesley",14,0.94
"1984","Beverly",44,0.99
"1984","Jean",68,0.67
"1984","Blair",58,0.7
"1984","Kendall",35,0.53
"1984","Jodie",70,0.94
"1984","Elisha",95,0.81
"1984","Sydney",8,0.88
"1984","Bailey",22,0.87
"1984","Stevie",33,0.71
"1984","Lindy",16,0.97
"1984","Cheyenne",19,0.82
"1984","Kiley",99,0.9
"1984","Brook",66,0.76
"1984","Paris",21,0.53
"1984","Lashawn",53,0.75
"1984","Jan",30,0.47
"1984","Rosario",63,0.77
"1984","Avery",91,0.25
"1984","Lorin",43,0.66
"1984","Sidney",84,0.18
"1984","Dee",65,0.7
"1984","Frankie",89,0.14
"1984","Robbie",71,0.23
"1984","Marlo",98,0.57
"1984","Jullian",39,0.75
"1984","Marlen",54,0.86
"1984","Madison",42,0.51
"1984","Clair",24,0.81
"1984","Taran",49,0.68
"1984","Jacque",97,0.46
"1984","Sheridan",60,0.64
"1984","Aubry",55,0.83
"1984","Charley",29,0.3
"1984","Kelcey",100,0.82
"1984","Germaine",88,0.26
"1984","Ivey",81,0.8
"1984","Caron",32,0.74
"1984","Deon",77,0.08
"1984","Karon",5,0.45
"1984","Lavon",50,0.27
"1984","Lou",79,0.51
"1984","Skylar",90,0.12
"1984","Emery",45,0.21
"1984","Arden",87,0.49
"1984","Gale",67,0.41
"1984","Kennedy",6,0.14
"1984","Marlowe",80,0.57
"1984","Addison",20,0.16
"1984","Gerry",56,0.09
"1984","Alpha",72,0.36
"1984","Donnie",83,0.02
"1984","Ellery",17,0.17
"1984","Mckinley",51,0.12
"1985","Ashley",11,0.99
"1985","Lauren",3,0.99
"1985","Kelly",10,0.93
"1985","Lindsey",7,0.99
"1985","Lindsay",13,0.99
"1985","Shannon",47,0.92
"1985","Courtney",41,0.91
"1985","Allison",37,1
"1985","Stacy",27,0.97
"1985","Whitney",23,0.94
"1985","Leslie",4,0.92
"1985","Tracy",40,0.89
"1985","Lacey",62,0.99
"1985","Morgan",12,0.78
"1985","Robin",85,0.85
"1985","Meredith",94,0.99
"1985","Christy",34,0.99
"1985","Kelsey",78,0.94
"1985","Jaime",74,0.58
"1985","Michele",75,0.98
"1985","Hilary",9,0.99
"1985","Taylor",57,0.38
"1985","Hillary",69,0.99
"1985","Lacy",18,0.97
"1985","Shelby",2,0.84
"1985","Shelly",38,0.99
"1985","Leigh",25,0.93
"1985","Aubrey",1,0.77
"1985","Kelley",26,0.91
"1985","Lynn",46,0.85
"1985","Sandy",15,0.89
"1985","Shelley",52,0.99
"1985","Lesley",14,0.96
"1985","Blair",58,0.75
"1985","Elisha",95,0.83
"1985","Beverly",44,0.98
"1985","Jean",68,0.66
"1985","Kendall",35,0.5
"1985","Sydney",8,0.93
"1985","Jodie",70,0.96
"1985","Bailey",22,0.89
"1985","Madison",42,0.79
"1985","Stevie",33,0.66
"1985","Paris",21,0.6
"1985","Cheyenne",19,0.82
"1985","Kiley",99,0.85
"1985","Brook",66,0.77
"1985","Carlie",64,0.96
"1985","Lindy",16,0.94
"1985","Lashawn",53,0.69
"1985","Rosario",63,0.76
"1985","Jan",30,0.42
"1985","Avery",91,0.25
"1985","Sidney",84,0.2
"1985","Frankie",89,0.19
"1985","Robbie",71,0.23
"1985","Marlo",98,0.69
"1985","Clair",24,0.84
"1985","Jullian",39,0.79
"1985","Taran",49,0.9
"1985","Lorin",43,0.64
"1985","Charley",29,0.49
"1985","Marlen",54,0.87
"1985","Sheridan",60,0.62
"1985","Jacque",97,0.49
"1985","Dee",65,0.63
"1985","Aubry",55,0.79
"1985","Skylar",90,0.15
"1985","Ivey",81,0.81
"1985","Lavon",50,0.26
"1985","Deon",77,0.08
"1985","Gale",67,0.67
"1985","Germaine",88,0.31
"1985","Kelcey",100,0.69
"1985","Arden",87,0.54
"1985","Emery",45,0.21
"1985","Karon",5,0.45
"1985","Donnie",83,0.05
"1985","Joell",36,0.63
"1985","Addison",20,0.18
"1985","Lou",79,0.4
"1985","Alpha",72,0.57
"1985","Kennedy",6,0.16
"1985","Ellery",17,0.28
"1985","Berlin",28,0.55
"1985","Marlowe",80,0.56
"1985","Mckinley",51,0.11
"1985","Gerry",56,0.06
"1986","Ashley",11,0.99
"1986","Lauren",3,1
"1986","Kelly",10,0.93
"1986","Whitney",23,0.98
"1986","Courtney",41,0.92
"1986","Lindsey",7,0.99
"1986","Allison",37,0.99
"1986","Shannon",47,0.93
"1986","Lindsay",13,0.99
"1986","Stacy",27,0.96
"1986","Leslie",4,0.9
"1986","Kelsey",78,0.95
"1986","Morgan",12,0.79
"1986","Tracy",40,0.88
"1986","Lacey",62,0.99
"1986","Robin",85,0.87
"1986","Meredith",94,0.99
"1986","Christy",34,0.99
"1986","Michele",75,0.98
"1986","Jaime",74,0.51
"1986","Taylor",57,0.38
"1986","Hillary",69,0.99
"1986","Kelley",26,0.93
"1986","Hilary",9,0.99
"1986","Shelby",2,0.84
"1986","Lacy",18,0.97
"1986","Shelly",38,0.99
"1986","Aubrey",1,0.76
"1986","Leigh",25,0.94
"1986","Madison",42,0.9
"1986","Sandy",15,0.91
"1986","Shelley",52,0.99
"1986","Lesley",14,0.93
"1986","Lynn",46,0.86
"1986","Kendall",35,0.51
"1986","Bailey",22,0.93
"1986","Blair",58,0.73
"1986","Sydney",8,0.92
"1986","Hollie",48,0.99
"1986","Beverly",44,0.99
"1986","Elisha",95,0.85
"1986","Jean",68,0.62
"1986","Stevie",33,0.76
"1986","Jodie",70,0.96
"1986","Paris",21,0.68
"1986","Cheyenne",19,0.84
"1986","Kiley",99,0.86
"1986","Brook",66,0.75
"1986","Lashawn",53,0.74
"1986","Rosario",63,0.75
"1986","Avery",91,0.27
"1986","Lorin",43,0.69
"1986","Frankie",89,0.19
"1986","Sidney",84,0.2
"1986","Jan",30,0.38
"1986","Jullian",39,0.85
"1986","Robbie",71,0.24
"1986","Skylar",90,0.27
"1986","Charley",29,0.47
"1986","Clair",24,0.76
"1986","Dee",65,0.67
"1986","Sheridan",60,0.67
"1986","Marlen",54,0.87
"1986","Ashtin",92,0.89
"1986","Aubry",55,0.79
"1986","Marlo",98,0.6
"1986","Addison",20,0.1
"1986","Jacque",97,0.45
"1986","Kelcey",100,0.61
"1986","Ivey",81,0.84
"1986","Lavon",50,0.3
"1986","Arden",87,0.62
"1986","Karon",5,0.48
"1986","Taran",49,0.64
"1986","Emery",45,0.21
"1986","Gale",67,0.73
"1986","Kennedy",6,0.27
"1986","Carman",73,0.69
"1986","Lou",79,0.55
"1986","Mckinley",51,0.22
"1986","Deon",77,0.05
"1986","Gerry",56,0.14
"1986","Germaine",88,0.22
"1986","Alpha",72,0.57
"1986","Joell",36,0.44
"1986","Ellery",17,0.34
"1986","Artie",86,0.36
"1986","Donnie",83,0.02
"1986","Arya",96,0.22
"1987","Ashley",11,0.99
"1987","Lauren",3,0.99
"1987","Kelly",10,0.93
"1987","Whitney",23,0.98
"1987","Courtney",41,0.92
"1987","Lindsey",7,0.99
"1987","Allison",37,1
"1987","Shannon",47,0.93
"1987","Lindsay",13,0.99
"1987","Kelsey",78,0.97
"1987","Leslie",4,0.92
"1987","Morgan",12,0.8
"1987","Stacy",27,0.95
"1987","Lacey",62,0.99
"1987","Tracy",40,0.87
"1987","Robin",85,0.87
"1987","Meredith",94,0.99
"1987","Taylor",57,0.42
"1987","Michele",75,0.97
"1987","Christy",34,0.99
"1987","Kelley",26,0.95
"1987","Jaime",74,0.49
"1987","Hillary",69,0.99
"1987","Shelby",2,0.84
"1987","Hilary",9,0.99
"1987","Lacy",18,0.97
"1987","Aubrey",1,0.81
"1987","Madison",42,0.86
"1987","Kendall",35,0.57
"1987","Leigh",25,0.93
"1987","Sydney",8,0.93
"1987","Bailey",22,0.91
"1987","Sandy",15,0.91
"1987","Shelley",52,0.99
"1987","Lynn",46,0.85
"1987","Lesley",14,0.95
"1987","Beverly",44,0.99
"1987","Elisha",95,0.84
"1987","Blair",58,0.75
"1987","Hollie",48,0.98
"1987","Jean",68,0.58
"1987","Stevie",33,0.75
"1987","Paris",21,0.66
"1987","Cheyenne",19,0.86
"1987","Jodie",70,0.94
"1987","Kiley",99,0.93
"1987","Brook",66,0.78
"1987","Lindy",16,0.96
"1987","Carlie",64,0.97
"1987","Lashawn",53,0.77
"1987","Avery",91,0.24
"1987","Skylar",90,0.31
"1987","Sidney",84,0.23
"1987","Frankie",89,0.17
"1987","Lorin",43,0.7
"1987","Rosario",63,0.72
"1987","Jan",30,0.44
"1987","Charley",29,0.52
"1987","Jullian",39,0.78
"1987","Robbie",71,0.23
"1987","Aubry",55,0.87
"1987","Kelcey",100,0.62
"1987","Addison",20,0.14
"1987","Sheridan",60,0.64
"1987","Jacque",97,0.56
"1987","Marlen",54,0.87
"1987","Ashtin",92,0.87
"1987","Marlo",98,0.52
"1987","Dee",65,0.74
"1987","Ivey",81,0.74
"1987","Kennedy",6,0.33
"1987","Arden",87,0.53
"1987","Carman",73,0.79
"1987","Emery",45,0.19
"1987","Karon",5,0.35
"1987","Lavon",50,0.25
"1987","Deon",77,0.07
"1987","Gale",67,0.62
"1987","Mckinley",51,0.2
"1987","Germaine",88,0.22
"1987","Lou",79,0.46
"1987","Caron",32,0.53
"1987","Ellery",17,0.29
"1987","Donnie",83,0.03
"1987","Joell",36,0.54
"1987","Taran",49,0.46
"1987","Berlin",28,0.65
"1987","Marlowe",80,0.51
"1987","Alpha",72,0.56
"1987","Artie",86,0.18
"1988","Ashley",11,0.99
"1988","Lauren",3,1
"1988","Courtney",41,0.94
"1988","Kelly",10,0.93
"1988","Whitney",23,0.99
"1988","Allison",37,1
"1988","Lindsey",7,0.99
"1988","Shannon",47,0.93
"1988","Lindsay",13,0.99
"1988","Kelsey",78,0.96
"1988","Morgan",12,0.83
"1988","Leslie",4,0.91
"1988","Taylor",57,0.45
"1988","Stacy",27,0.94
"1988","Lacey",62,0.99
"1988","Meredith",94,0.99
"1988","Robin",85,0.85
"1988","Tracy",40,0.84
"1988","Michele",75,0.98
"1988","Christy",34,0.99
"1988","Kelley",26,0.95
"1988","Hillary",69,0.99
"1988","Hilary",9,1
"1988","Jaime",74,0.44
"1988","Bailey",22,0.93
"1988","Sydney",8,0.94
"1988","Shelby",2,0.83
"1988","Aubrey",1,0.81
"1988","Madison",42,0.89
"1988","Lacy",18,0.97
"1988","Leigh",25,0.95
"1988","Kendall",35,0.47
"1988","Sandy",15,0.9
"1988","Blair",58,0.74
"1988","Shelly",38,0.99
"1988","Lesley",14,0.96
"1988","Lynn",46,0.85
"1988","Beverly",44,0.99
"1988","Shelley",52,0.99
"1988","Elisha",95,0.82
"1988","Stevie",33,0.81
"1988","Jean",68,0.54
"1988","Cheyenne",19,0.88
"1988","Paris",21,0.63
"1988","Kiley",99,0.93
"1988","Jodie",70,0.94
"1988","Brook",66,0.79
"1988","Carlie",64,0.97
"1988","Avery",91,0.31
"1988","Lindy",16,0.97
"1988","Sidney",84,0.27
"1988","Skylar",90,0.34
"1988","Lashawn",53,0.71
"1988","Rosario",63,0.75
"1988","Frankie",89,0.21
"1988","Lorin",43,0.76
"1988","Kelcey",100,0.78
"1988","Clair",24,0.86
"1988","Jan",30,0.38
"1988","Charley",29,0.56
"1988","Marlen",54,0.87
"1988","Jullian",39,0.67
"1988","Robbie",71,0.22
"1988","Aubry",55,0.86
"1988","Ashtin",92,0.88
"1988","Addison",20,0.14
"1988","Marlo",98,0.44
"1988","Sheridan",60,0.55
"1988","Jacque",97,0.49
"1988","Ivey",81,0.81
"1988","Dee",65,0.62
"1988","Carman",73,0.74
"1988","Germaine",88,0.44
"1988","Emery",45,0.19
"1988","Deon",77,0.07
"1988","Karon",5,0.36
"1988","Arden",87,0.37
"1988","Ellery",17,0.53
"1988","Kennedy",6,0.22
"1988","Taran",49,0.58
"1988","Mckinley",51,0.28
"1988","Berlin",28,0.69
"1988","Lavon",50,0.2
"1988","Lou",79,0.53
